date,wind_direction_10m_dominant,wind_speed_10m_mean,weather_code
2017-05-24 00:00:00+00:00,5.0651636,7.7042403,51.0
2017-05-25 00:00:00+00:00,60.414337,12.9636965,0.0
2017-05-26 00:00:00+00:00,102.33544,14.7968,0.0
2017-05-27 00:00:00+00:00,176.8779,8.729,51.0
2017-05-28 00:00:00+00:00,65.52841,8.26527,51.0
2017-05-29 00:00:00+00:00,246.17255,8.21351,63.0
2017-05-30 00:00:00+00:00,297.17285,11.053606,51.0
2017-05-31 00:00:00+00:00,0.48554933,7.6543317,3.0
2017-06-01 00:00:00+00:00,28.26741,7.847217,3.0
2017-06-02 00:00:00+00:00,81.384346,5.4171443,63.0
2017-06-03 00:00:00+00:00,316.0974,11.317425,53.0
2017-06-04 00:00:00+00:00,285.68747,9.722796,51.0
2017-06-05 00:00:00+00:00,200.96312,14.883935,53.0
2017-06-06 00:00:00+00:00,246.23938,28.143337,63.0
2017-06-07 00:00:00+00:00,245.62486,19.120287,51.0
2017-06-08 00:00:00+00:00,193.92656,13.047088,53.0
2017-06-09 00:00:00+00:00,266.97733,12.904637,61.0
2017-06-10 00:00:00+00:00,185.73972,8.442156,3.0
2017-06-11 00:00:00+00:00,243.19801,11.458639,55.0
2017-06-12 00:00:00+00:00,301.10275,11.515473,3.0
2017-06-13 00:00:00+00:00,34.339706,7.821325,3.0
2017-06-14 00:00:00+00:00,77.971306,8.076727,3.0
2017-06-15 00:00:00+00:00,301.96063,12.978777,3.0
2017-06-16 00:00:00+00:00,315.64362,13.903992,3.0
2017-06-17 00:00:00+00:00,9.691783,7.917113,3.0
2017-06-18 00:00:00+00:00,65.79414,12.793899,0.0
2017-06-19 00:00:00+00:00,55.642834,7.1770253,0.0
2017-06-20 00:00:00+00:00,3.1465364,6.256638,3.0
2017-06-21 00:00:00+00:00,134.20906,7.830173,61.0
2017-06-22 00:00:00+00:00,292.61984,12.5419235,61.0
2017-06-23 00:00:00+00:00,291.91174,12.041238,3.0
2017-06-24 00:00:00+00:00,247.3406,12.019307,3.0
2017-06-25 00:00:00+00:00,276.28558,13.318081,3.0
2017-06-26 00:00:00+00:00,21.904297,9.055499,3.0
2017-06-27 00:00:00+00:00,5.4401956,6.360608,53.0
2017-06-28 00:00:00+00:00,250.39995,11.418598,61.0
2017-06-29 00:00:00+00:00,221.39479,14.427901,53.0
2017-06-30 00:00:00+00:00,210.45544,12.126727,63.0
2017-07-01 00:00:00+00:00,294.4005,15.4793825,61.0
2017-07-02 00:00:00+00:00,271.62918,11.453936,51.0
2017-07-03 00:00:00+00:00,288.65552,9.703279,51.0
2017-07-04 00:00:00+00:00,335.90408,4.4391036,3.0
2017-07-05 00:00:00+00:00,48.769615,8.061348,3.0
2017-07-06 00:00:00+00:00,135.59671,9.773622,61.0
2017-07-07 00:00:00+00:00,304.22208,9.82516,3.0
2017-07-08 00:00:00+00:00,337.85477,10.552739,3.0
2017-07-09 00:00:00+00:00,18.145658,8.783441,61.0
2017-07-10 00:00:00+00:00,277.171,9.539713,61.0
2017-07-11 00:00:00+00:00,232.52127,9.781123,51.0
